gene_symbol	geneID	KO5_vs_WT_dtu_log2fold	KO5_vs_WT_dtu_gene_padj	dtu_KO5_mean	dtu_WT_mean	transcript_id	KO5_vs_WT_exon_gene_padj	KO5_vs_WT_deg_log2fold	KO5_vs_WT_deg_pval
Smim1	ENSMUSG00000078350	2.048168719762154	0	1.3381167282861195	0.3235443194297674	ENSMUST00000126624.1	3.25813832927851e-7	1.4605286199387564	3.5513401642825764e-9
Gsap	ENSMUSG00000039934	-2.2527683469455644	0.0025097440147065003	0.3378092247188202	1.6099869306986336	ENSMUST00000036031.12	0.0191994726928718	-2.4410685057873054	5.543443476528992e-7
Prkag2	ENSMUSG00000028944	-2.097510719695802	4.5219391540526415e-13	0.9184027026397922	3.93049090738196	ENSMUST00000030784.13	1.4657969937741e-4	-2.2284718051102703	9.729707479028754e-9
Prkag2	ENSMUSG00000028944	-3.672242711809057	4.5219391540526415e-13	0.3182528700745144	4.057210460363453	ENSMUST00000114975.7	1.4657969937741e-4	-2.2284718051102703	9.729707479028754e-9
Fosl2	ENSMUSG00000029135	-3.4726162938695286	0	0.4537434553482037	5.0370010553349625	ENSMUST00000031017.10	0.0277062560354635	-3.499413521508626	1.529883332719184e-10
Rgs12	ENSMUSG00000029101	1.0411306542210967	8.391125534033225e-15	13.89335900875	6.751428953171832	ENSMUST00000153972.7	3.6875111369075e-9	1.1364398179774966	1.3727331853846537e-10
Rgs12	ENSMUSG00000029101	1.6164863604511905	8.391125534033225e-15	28.28388677222343	9.224189318658368	ENSMUST00000114281.7	3.6875111369075e-9	1.1364398179774966	1.3727331853846537e-10
Rgs12	ENSMUSG00000029101	1.0984248146745044	8.391125534033225e-15	13.771873193709116	6.431824683209842	ENSMUST00000114280.7	3.6875111369075e-9	1.1364398179774966	1.3727331853846537e-10
Acox3	ENSMUSG00000029098	-1.5507568698149252	2.9797754146697545e-15	3.402250970079847	9.96760181215299	ENSMUST00000068947.13	3.45038583140314e-5	-1.1312118817911525	7.437287896025656e-5
Acox3	ENSMUSG00000029098	-1.0385560701147718	2.9797754146697545e-15	0.538848980869662	1.1068877856436847	ENSMUST00000201659.1	3.45038583140314e-5	-1.1312118817911525	7.437287896025656e-5
9230114K14Rik	ENSMUSG00000097145	1.180323503691348	0.012446477557336265	1.2070160982894436	0.5325989221976097	ENSMUST00000180601.5	0.0159935791950245	1.380086432840239	3.766575921894121e-5
Tmem156	ENSMUSG00000037913	-2.521124064999827	5.982062877681919e-4	0.31039530904334933	1.7817596333982122	ENSMUST00000043352.7	0.00696652379140471	-2.0513321802229463	8.020696815057403e-6
Tmem156	ENSMUSG00000037913	-1.896142359817499	5.982062877681919e-4	0.28384436294305476	1.0565158092991214	ENSMUST00000212080.1	0.00696652379140471	-2.0513321802229463	8.020696815057403e-6
Klhl5	ENSMUSG00000054920	-1.4716768210646172	7.357839417904739e-15	8.115884401927165	22.50892321325603	ENSMUST00000204097.2	5.06162183120796e-6	-1.4558698959182879	5.340831644183498e-10
Naaa	ENSMUSG00000029413	-1.995326772416275	0	4.440942072762517	17.70632037340015	ENSMUST00000113102.9	2.65137084421758e-6	-1.7713980824586324	2.506638769444127e-9
Naaa	ENSMUSG00000029413	-1.316290688722846	0	2.2048686839044493	5.490674638948886	ENSMUST00000159345.7	2.65137084421758e-6	-1.7713980824586324	2.506638769444127e-9
Ccng2	ENSMUSG00000029385	-2.3807853474375555	0.0026566898762560606	1.5569516799390388	8.108918532721793	ENSMUST00000031331.12	0.0490496504379921	-2.5424579389196347	3.1727077441345545e-10
Ccng2	ENSMUSG00000029385	-2.9548663692729003	0.0026566898762560606	0.43801412466188433	3.3961864567411135	ENSMUST00000121127.1	0.0490496504379921	-2.5424579389196347	3.1727077441345545e-10
Hsd17b11	ENSMUSG00000029311	-1.8490329965965546	2.9797754146697545e-15	10.888728041091255	39.22758262853427	ENSMUST00000031251.15	1.22611331731894e-9	-1.8273625103632973	3.7934303445735606e-11
Crlf2	ENSMUSG00000033467	-1.880379810540805	5.0065536143137256e-14	1.8668274344758449	6.873135419332719	ENSMUST00000200284.4	0.00861866411483836	-2.051013192452787	2.9542397223864734e-10
Crlf2	ENSMUSG00000033467	-2.117383242542129	5.0065536143137256e-14	11.679062777741253	50.676178964735946	ENSMUST00000044579.11	0.00861866411483836	-2.051013192452787	2.9542397223864734e-10
Crlf2	ENSMUSG00000033467	-1.821397348792422	5.0065536143137256e-14	0.9285536912944012	3.2817255388269557	ENSMUST00000198960.1	0.00861866411483836	-2.051013192452787	2.9542397223864734e-10
Grk3	ENSMUSG00000042249	-2.9237015349249287	0.006297194182305496	0.5921513573244369	4.4931879911591786	ENSMUST00000065167.8	1.15500882536161e-7	-2.8792380748085806	2.4965586069937646e-10
Selplg	ENSMUSG00000048163	-2.4022141706807667	0	3.5536630232933266	18.78515421682086	ENSMUST00000201931.1	2.87799661683833e-7	-2.414404243551169	1.4507716204976753e-12
Selplg	ENSMUSG00000048163	-2.4205233402717004	0	28.04335547322032	150.13436370407098	ENSMUST00000100874.5	2.87799661683833e-7	-2.414404243551169	1.4507716204976753e-12
Selplg	ENSMUSG00000048163	-3.6476635666092885	0	0.22372674817995103	2.803974488421721	ENSMUST00000201194.3	2.87799661683833e-7	-2.414404243551169	1.4507716204976753e-12
Selplg	ENSMUSG00000048163	-1.4055372544577056	0	0.6028620085860926	1.5970804364331603	ENSMUST00000199109.1	2.87799661683833e-7	-2.414404243551169	1.4507716204976753e-12
Oasl2	ENSMUSG00000029561	2.60329787009077	0.004545072491337576	2.4951946981743003	0.41061394301602067	ENSMUST00000150361.1	0.00308593036025347	1.0501914171789806	6.567117776989391e-7
Slc8b1	ENSMUSG00000032754	-2.345995954108773	4.198709796708886e-15	2.6134700168713656	13.287175579392727	ENSMUST00000068326.13	4.48773001643443e-5	-2.2795009894896596	3.576043813090345e-8
Slc8b1	ENSMUSG00000032754	-4.293198819617777	4.198709796708886e-15	0.18263073251050677	3.580597326650575	ENSMUST00000076051.11	4.48773001643443e-5	-2.2795009894896596	3.576043813090345e-8
Hvcn1	ENSMUSG00000064267	-1.5431294988225353	4.198709796708886e-15	2.0078992880020587	5.851540187708903	ENSMUST00000145854.7	7.16239634540468e-7	-2.723150326106049	3.1344205893338665e-12
Hvcn1	ENSMUSG00000064267	-3.044798689295764	4.198709796708886e-15	4.17728095954448	34.472233489114224	ENSMUST00000072602.13	7.16239634540468e-7	-2.723150326106049	3.1344205893338665e-12
Hvcn1	ENSMUSG00000064267	-3.5700263088725785	4.198709796708886e-15	0.1324367446708307	1.5728724351655443	ENSMUST00000143560.7	7.16239634540468e-7	-2.723150326106049	3.1344205893338665e-12
Hvcn1	ENSMUSG00000064267	-3.036790882581655	4.198709796708886e-15	0.1671348728633021	1.3716149862169946	ENSMUST00000100747.2	7.16239634540468e-7	-2.723150326106049	3.1344205893338665e-12
P2rx4	ENSMUSG00000029470	-1.8142522608670295	5.184967299796708e-15	0.35220953814004596	1.2386410333145534	ENSMUST00000031429.13	0.0179707666669644	-1.4151984735760732	5.2557817420287416e-8
P2rx4	ENSMUSG00000029470	-1.7980240163146248	5.184967299796708e-15	2.6984797869875092	9.383791102497987	ENSMUST00000081554.12	0.0179707666669644	-1.4151984735760732	5.2557817420287416e-8
P2rx4	ENSMUSG00000029470	-1.048001312591481	5.184967299796708e-15	2.106778257089205	4.35610819654404	ENSMUST00000142664.2	0.0179707666669644	-1.4151984735760732	5.2557817420287416e-8
Rhof	ENSMUSG00000029449	-1.797776658337509	4.29799068239522e-4	1.5919166979407877	5.534839578550541	ENSMUST00000031401.5	1.5936771720142e-6	-1.2143351411784464	4.256019483675743e-7
Abcb9	ENSMUSG00000029408	1.86080819443525	0.0013866234503047458	2.854326229161306	0.7858588089480119	ENSMUST00000126970.2	1.5718409367695e-4	1.0093116240450022	1.0136019345523796e-7
Ncf1	ENSMUSG00000015950	-3.411949855829635	5.184967299796708e-15	7.476153751281827	79.57515158860635	ENSMUST00000111275.7	1.5011379064728e-4	-3.407307763634888	7.187059661219832e-13
Ncf1	ENSMUSG00000015950	-3.3929517077361253	5.184967299796708e-15	0.21593442550520747	2.2683085168693546	ENSMUST00000016094.12	1.5011379064728e-4	-3.407307763634888	7.187059661219832e-13
Ncf1	ENSMUSG00000015950	-5.007748199382541	5.184967299796708e-15	0.054416824528443555	1.7507156493734708	ENSMUST00000144086.1	1.5011379064728e-4	-3.407307763634888	7.187059661219832e-13
Clip2	ENSMUSG00000063146	-1.30403616234577	0.0043678931634442706	1.7296318268903677	4.270784603754322	ENSMUST00000036999.9	0.00404069590677494	-1.310419707515854	3.8629510364966974e-8
Limk1	ENSMUSG00000029674	-3.694610000537365	0	0.5747263429445733	7.441312379282574	ENSMUST00000111233.7	1.6331849860602e-4	-1.4788980321677352	1.7590199055161645e-9
Orai2	ENSMUSG00000039747	-1.4038980795255507	4.198709796708886e-15	5.2671335771600525	13.937656766017547	ENSMUST00000041048.5	3.1652912097630303e-9	-1.2303874253543325	1.7695361767100933e-8
Sh2b2	ENSMUSG00000005057	-2.150537713392312	0	0.38548227965156867	1.7115152658281525	ENSMUST00000196397.4	6.20501815603615e-8	-1.9581032841870032	4.283376433719666e-9
Sh2b2	ENSMUSG00000005057	-1.7584172125099542	0	3.115467318972024	10.540459059831496	ENSMUST00000005188.13	6.20501815603615e-8	-1.9581032841870032	4.283376433719666e-9
Sh2b2	ENSMUSG00000005057	-3.4364588840457815	0	0.24991155483503236	2.7055996835785514	ENSMUST00000196245.1	6.20501815603615e-8	-1.9581032841870032	4.283376433719666e-9
Cux1	ENSMUSG00000029705	-2.2531263369839647	0	1.7713709562172486	8.444387050168661	ENSMUST00000175998.7	0	-1.0939345253847987	1.8065577983672064e-10
Cux1	ENSMUSG00000029705	-1.3686816946708875	0	5.247521009861936	13.550909058110749	ENSMUST00000176216.8	0	-1.0939345253847987	1.8065577983672064e-10
Cux1	ENSMUSG00000029705	-1.0522897656027002	0	16.06953247050923	33.325296730822984	ENSMUST00000176745.7	0	-1.0939345253847987	1.8065577983672064e-10
Cldn15	ENSMUSG00000001739	-3.3422173083345155	0	1.1809417571315168	11.976671589833478	ENSMUST00000001790.5	0.0132742081602193	-3.378181051079755	3.174122116369613e-9
Cldn15	ENSMUSG00000001739	-3.5070525783823583	0	1.774406350662644	20.173493171011792	ENSMUST00000128391.1	0.0132742081602193	-3.378181051079755	3.174122116369613e-9
Lamtor4	ENSMUSG00000050552	-1.4472180667303671	0	23.999607064302012	65.44254489383044	ENSMUST00000062067.7	1.376028413044e-7	-1.5897364171041595	6.498598830026047e-10
Lamtor4	ENSMUSG00000050552	-2.8886521715602247	0	1.8205564222986943	13.48264481641407	ENSMUST00000160157.1	1.376028413044e-7	-1.5897364171041595	6.498598830026047e-10
Amz1	ENSMUSG00000050022	-3.1765094690863345	2.7279954604301144e-10	0.20107682938033514	1.8179697824194154	ENSMUST00000060918.10	0.0400987146086477	-2.0750603680185016	2.523476051625569e-6
Card11	ENSMUSG00000036526	-1.7252759552675312	0.004892015998757698	0.8734353947688612	2.887956188121624	ENSMUST00000085786.6	0.0298810850569658	-1.9312897528473116	4.866852231127927e-6
Bhlha15	ENSMUSG00000052271	-1.7654097132579687	4.906047361106316e-5	1.9977435212994026	6.791739331691941	ENSMUST00000060747.7	0.0498549544610254	-1.757774422306368	1.5260416181119572e-9
Arpc1b	ENSMUSG00000029622	-2.4814125523701716	5.184967299796708e-15	9.73513274465652	54.36526228879764	ENSMUST00000085679.12	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-3.132552403639716	5.184967299796708e-15	0.5052291783516605	4.430784836700225	ENSMUST00000126343.1	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-2.6387989831450738	5.184967299796708e-15	38.176669052131295	237.76924546034462	ENSMUST00000196111.4	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-3.2820870824179114	5.184967299796708e-15	0.3374434331320229	3.282521966838251	ENSMUST00000138235.1	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-2.6555286664828968	5.184967299796708e-15	16.899876239712984	106.48227153972769	ENSMUST00000138900.7	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-2.8188983360155704	5.184967299796708e-15	0.2903173587638262	2.0485471203410883	ENSMUST00000128229.1	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Arpc1b	ENSMUSG00000029622	-2.9763368620422206	5.184967299796708e-15	0.5225932686505996	4.112732699033932	ENSMUST00000144375.1	2.09163633492541e-5	-2.611289873690775	7.607266995127737e-14
Bmt2	ENSMUSG00000042742	-1.3877261599639734	0.00949191667873106	1.0202185939093664	2.669564598143531	ENSMUST00000045235.7	1.4740228706139e-5	-1.3427712889260341	1.8677512852281637e-6
Tspan33	ENSMUSG00000001763	1.2759182213112772	0	142.08988176108528	58.67775591473508	ENSMUST00000046750.13	0	1.2707658137967792	8.03859604993338e-12
Tspan33	ENSMUSG00000001763	1.2047116212468327	0	58.21515872780535	25.25699927728952	ENSMUST00000115250.3	0	1.2707658137967792	8.03859604993338e-12
Tspan33	ENSMUSG00000001763	1.8346274001235603	0	1.5020599090794218	0.4211234023528757	ENSMUST00000137925.1	0	1.2707658137967792	8.03859604993338e-12
Podxl	ENSMUSG00000025608	2.551654400915273	1.4197753446367653e-13	98.17008224304804	16.743823662565816	ENSMUST00000026698.7	0.0162785689654513	2.5979601489270676	7.905451293781283e-15
Podxl	ENSMUSG00000025608	3.345547506800429	1.4197753446367653e-13	5.116363521158753	0.5033281757051438	ENSMUST00000136877.1	0.0162785689654513	2.5979601489270676	7.905451293781283e-15
Zyx	ENSMUSG00000029860	-2.1931496936557675	0	11.583721412965645	52.97268020180907	ENSMUST00000203652.2	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-2.8969525423416496	0	3.206080466918219	23.880533751180163	ENSMUST00000070635.12	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-2.421186496405948	0	0.23883450443752646	1.2792246812494161	ENSMUST00000203290.2	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-2.1776978756524	0	0.33912998692837804	1.5343292882568875	ENSMUST00000203626.1	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-2.0238653507748645	0	0.41858207342135234	1.7022557219084813	ENSMUST00000164375.3	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-2.993200862370506	0	2.0415816218438425	16.255861491238825	ENSMUST00000203849.1	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zyx	ENSMUSG00000029860	-3.1487771836907843	0	0.20110111678264198	1.7835728974520009	ENSMUST00000204270.2	0.00672463417724903	-2.4356826263499016	7.059659266820512e-13
Zfp467	ENSMUSG00000068551	-5.66507932585779	1.9276911700029787e-4	0.03903472249139414	1.9806598637500878	ENSMUST00000101443.9	0.0148529337919545	-3.944491784118137	2.6243846397670655e-6
Zfp467	ENSMUSG00000068551	-5.034534567128248	1.9276911700029787e-4	0.03593673046664696	1.1778350699321254	ENSMUST00000114564.7	0.0148529337919545	-3.944491784118137	2.6243846397670655e-6
Zfp467	ENSMUSG00000068551	-3.5144975167959194	1.9276911700029787e-4	0.1729631555851401	1.9766181200285693	ENSMUST00000114561.8	0.0148529337919545	-3.944491784118137	2.6243846397670655e-6
Gsdme	ENSMUSG00000029821	-1.3252214515789742	0.005468630935086771	0.710718220854333	1.7808562201393083	ENSMUST00000101405.9	0.0357962746031084	-1.8913342171380354	6.268278000416467e-6
Gsdme	ENSMUSG00000029821	-2.260782088532731	0.005468630935086771	0.23428860480944658	1.1228309844609807	ENSMUST00000170142.7	0.0357962746031084	-1.8913342171380354	6.268278000416467e-6
Snx10	ENSMUSG00000038301	-2.8452717375336785	2.9797754146697545e-15	1.512294018589616	10.867968557035985	ENSMUST00000049152.14	0.00357340961670825	-1.7439712788398571	9.58589263839788e-10
Snx10	ENSMUSG00000038301	-1.0505184319777376	2.9797754146697545e-15	4.097159026527099	8.486339070353885	ENSMUST00000179365.7	0.00357340961670825	-1.7439712788398571	9.58589263839788e-10
Skap2	ENSMUSG00000059182	-2.1936281280196366	0	2.3475095300809725	10.738787037240707	ENSMUST00000204778.2	8.2156052168136e-4	-1.9891252524982512	1.0059203279464395e-10
Skap2	ENSMUSG00000059182	-2.0063256407386203	0	6.916975439907795	27.789480785806884	ENSMUST00000078214.7	8.2156052168136e-4	-1.9891252524982512	1.0059203279464395e-10
Ppm1k	ENSMUSG00000037826	-1.421055777045279	0.018278645241413653	0.4064038625877217	1.0882739694740537	ENSMUST00000042766.5	2.5279316158551e-4	-1.4266105713009554	5.6052752833965155e-5
Abcg2	ENSMUSG00000029802	1.7059702955740326	2.9797754146697545e-15	4.6215843464805	1.41658504589821	ENSMUST00000145161.7	1.08176927311113e-10	1.010940027751503	1.2262048566337056e-8
Abcg2	ENSMUSG00000029802	1.8474192262512596	2.9797754146697545e-15	4.533130548608492	1.2597072379853778	ENSMUST00000204948.1	1.08176927311113e-10	1.010940027751503	1.2262048566337056e-8
Gng12	ENSMUSG00000036402	-2.475755893194351	0	2.434043118411676	13.539575650706768	ENSMUST00000043148.12	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-2.0802091252897448	0	6.962737069216966	29.443222396749643	ENSMUST00000114228.7	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-1.7668334808321273	0	2.2873664121843507	7.784049960138682	ENSMUST00000114227.7	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-1.7835746197035882	0	1.1118831219844312	3.827970637631377	ENSMUST00000114226.7	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-1.2569400672185704	0	0.675174189919987	1.613587403976295	ENSMUST00000114225.7	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-1.9183711225658733	0	0.8457751665239741	3.1969966415211837	ENSMUST00000114224.7	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Gng12	ENSMUSG00000036402	-1.4488142564953055	0	0.4654432348581613	1.2705836767611012	ENSMUST00000114222.3	2.0945023670148302e-9	-1.9653386918833151	7.744257624754121e-11
Tmsb10	ENSMUSG00000079523	-2.547508970255177	0	222.03256757424128	1298.0556007834803	ENSMUST00000114050.7	1.4114504009446e-4	-2.5063067618721853	7.607266995127737e-14
Tmsb10	ENSMUSG00000079523	-2.627958036186584	0	2.01526289105057	12.457356816190714	ENSMUST00000114049.1	1.4114504009446e-4	-2.5063067618721853	7.607266995127737e-14
Tmsb10	ENSMUSG00000079523	-3.812196747257534	0	0.3938190480379208	5.5320014890988185	ENSMUST00000144337.1	1.4114504009446e-4	-2.5063067618721853	7.607266995127737e-14
M1ap	ENSMUSG00000030041	1.3896541578688288	1.528766460006724e-5	5.904526344420229	2.253499569972377	ENSMUST00000204891.1	0	1.2659404859383785	9.741555740095612e-6
Add2	ENSMUSG00000030000	1.4052027901065165	0	14.876089569319795	5.6166918119736575	ENSMUST00000204059.2	1.13161555684451e-8	1.1215652140019134	9.337684094049311e-13
Add2	ENSMUSG00000030000	1.8491688753832838	0	1.1397938334192759	0.3163523059505389	ENSMUST00000203366.2	1.13161555684451e-8	1.1215652140019134	9.337684094049311e-13
Add2	ENSMUSG00000030000	1.2561272569365067	0	66.94620388108368	28.028120314539837	ENSMUST00000032069.7	1.13161555684451e-8	1.1215652140019134	9.337684094049311e-13
Xpc	ENSMUSG00000030094	-1.3885553601452632	4.822346969041444e-4	5.4843616742168395	14.358957209592761	ENSMUST00000032182.4	5.18167140896551e-12	-1.386262607081279	5.538283221780578e-10
Camk1	ENSMUSG00000030272	-2.7021164170208207	5.184967299796708e-15	1.5109250680944657	9.832433550252613	ENSMUST00000032409.14	1.85201275323895e-6	-2.594505680715945	7.853850370719012e-8
Plxnd1	ENSMUSG00000030123	-3.0133030661551725	1.7370254786937431e-15	0.9470856235798611	7.646872572522302	ENSMUST00000015511.14	0.00654685453996405	-2.7582412401846956	1.1819305981095731e-5
Plxnd1	ENSMUSG00000030123	-2.873994602050577	1.7370254786937431e-15	0.35415447976444775	2.5962787708337873	ENSMUST00000205003.1	0.00654685453996405	-2.7582412401846956	1.1819305981095731e-5
Plxnd1	ENSMUSG00000030123	-1.9228912763473245	1.7370254786937431e-15	0.9867556290126848	3.741601793862238	ENSMUST00000203628.1	0.00654685453996405	-2.7582412401846956	1.1819305981095731e-5
Rassf4	ENSMUSG00000042129	-4.028359009657109	8.391125534033225e-15	1.0141916969515437	16.549197767351536	ENSMUST00000035842.6	1.89100845552496e-5	-3.7496814575453548	1.6650621364034344e-11
Csgalnact2	ENSMUSG00000042042	-1.0696241202955736	5.184967299796708e-15	11.386564420386364	23.899105799232192	ENSMUST00000049344.14	8.81169517245097e-9	-1.0634492102986188	1.9269354896227737e-9
Mical3	ENSMUSG00000051586	2.1573289562491387	3.788667257573364e-13	1.30815636955052	0.2932506165176597	ENSMUST00000142924.1	4.6647046955710405e-14	1.4716221645036498	2.454715903638858e-10
Mical3	ENSMUSG00000051586	1.3623489567088107	3.788667257573364e-13	2.1413260489990495	0.8328655519308054	ENSMUST00000150503.3	4.6647046955710405e-14	1.4716221645036498	2.454715903638858e-10
Mical3	ENSMUSG00000051586	1.7236926321795372	3.788667257573364e-13	3.5829082419187412	1.084807053777686	ENSMUST00000204302.2	4.6647046955710405e-14	1.4716221645036498	2.454715903638858e-10
Mical3	ENSMUSG00000051586	4.160333812072848	3.788667257573364e-13	3.3379585412246624	0.1866790872849323	ENSMUST00000077159.7	4.6647046955710405e-14	1.4716221645036498	2.454715903638858e-10
Mical3	ENSMUSG00000051586	4.050347311975191	3.788667257573364e-13	1.0064466398318994	0.06074558523331218	ENSMUST00000205030.1	4.6647046955710405e-14	1.4716221645036498	2.454715903638858e-10
Ptpn6	ENSMUSG00000004266	-1.2214371761475584	0	47.09639438334374	109.81884895499505	ENSMUST00000112484.9	6.5202286980714e-4	-1.2186214389000884	1.1069012786343417e-11
Ptpn6	ENSMUSG00000004266	-1.2170187735005686	0	2.748821349820398	6.390070820052565	ENSMUST00000004377.14	6.5202286980714e-4	-1.2186214389000884	1.1069012786343417e-11
Ptpn6	ENSMUSG00000004266	-3.513891284017225	0	0.08785361619034344	1.0035668805833746	ENSMUST00000172613.1	6.5202286980714e-4	-1.2186214389000884	1.1069012786343417e-11
Lag3	ENSMUSG00000030124	-2.768813195220691	2.9797754146697545e-15	1.2172619885473264	8.296212826221796	ENSMUST00000032217.1	0.00374471523339271	-2.7459941188682695	1.949986358586682e-8
Ltbr	ENSMUSG00000030339	-1.6901156647717879	1.7370254786937431e-15	7.287347139519959	23.514999252394013	ENSMUST00000032489.7	1.63386053365151e-6	-1.6723898941553883	2.9155214925095255e-10
2310001H17Rik	ENSMUSG00000097354	-3.433414920264453	0	0.25909988352364094	2.7991624032067532	ENSMUST00000180379.3	7.7387405113924e-7	-2.455535421456443	7.902310928150452e-5
2310001H17Rik	ENSMUSG00000097354	-4.882356973653639	0	0.2647702172738577	7.809172755100926	ENSMUST00000204328.1	7.7387405113924e-7	-2.455535421456443	7.902310928150452e-5
Fam234b	ENSMUSG00000030207	1.144570447605848	1.2849836290193395e-14	62.6951528607717	28.358543962111785	ENSMUST00000111915.7	0.0349162526797031	1.1726577659412944	1.538013090141321e-11
Plbd1	ENSMUSG00000030214	-2.27318811681659	0	4.648898917147029	22.472320088954746	ENSMUST00000032336.6	3.6038180303267e-4	-2.2672164370414767	8.289551445286889e-11
Arhgdib	ENSMUSG00000030220	-2.6670270206742046	0	72.65726357553339	461.4601148905576	ENSMUST00000032344.11	0	-2.344334230607603	1.1848226197740513e-14
Arhgdib	ENSMUSG00000030220	-2.9669889919066947	0	6.000863136331	46.92090770640483	ENSMUST00000111891.3	0	-2.344334230607603	1.1848226197740513e-14
Arhgdib	ENSMUSG00000030220	-3.8976995440714552	0	0.4758732149586699	7.0927677226973485	ENSMUST00000204934.1	0	-2.344334230607603	1.1848226197740513e-14
Far2	ENSMUSG00000030303	-4.57685551741191	0	0.23854196376226913	5.692926630871903	ENSMUST00000032443.13	5.27890996782287e-8	-4.104573229840088	2.5533416235484662e-9
Tsen34	ENSMUSG00000035585	-2.9678099745460305	1.7370254786937431e-15	0.18681964322935535	1.4615792278456117	ENSMUST00000123088.7	0.00593370214240124	-1.735866293753471	1.1903955203919765e-8
Tsen34	ENSMUSG00000035585	-1.5787232385565677	1.7370254786937431e-15	0.8754922590911316	2.6151425087712425	ENSMUST00000038521.13	0.00593370214240124	-1.735866293753471	1.1903955203919765e-8
Tsen34	ENSMUSG00000035585	-1.8795088629926737	1.7370254786937431e-15	6.8285704150842	25.125709662255606	ENSMUST00000108627.3	0.00593370214240124	-1.735866293753471	1.1903955203919765e-8
Lair1	ENSMUSG00000055541	-3.497324754166075	7.994896065575101e-8	0.23462109663470934	2.6495170338898477	ENSMUST00000086400.12	0.0124150908357585	-2.5990346480383772	1.0452846974972124e-7
Lair1	ENSMUSG00000055541	-1.7922236290011129	7.994896065575101e-8	0.39836954231340527	1.3797461723399231	ENSMUST00000086401.9	0.0124150908357585	-2.5990346480383772	1.0452846974972124e-7
Lair1	ENSMUSG00000055541	-2.579068825423166	7.994896065575101e-8	0.18144315038136508	1.0842206017169203	ENSMUST00000149395.7	0.0124150908357585	-2.5990346480383772	1.0452846974972124e-7
Lair1	ENSMUSG00000055541	-2.569612747837343	7.994896065575101e-8	1.0400681501372349	6.17436517325667	ENSMUST00000206445.1	0.0124150908357585	-2.5990346480383772	1.0452846974972124e-7
Lair1	ENSMUSG00000055541	-3.223413987113364	7.994896065575101e-8	0.245484380974804	2.2928105097560825	ENSMUST00000131126.2	0.0124150908357585	-2.5990346480383772	1.0452846974972124e-7
Pglyrp1	ENSMUSG00000030413	-2.9449365227777156	2.9797754146697545e-15	20.163350177158904	155.26619896204934	ENSMUST00000032573.7	0.0260180573555197	-2.9139136866225455	6.58854958080855e-11
Apoe	ENSMUSG00000002985	-2.7771859026526733	0	1.8292563740964893	12.539806564801617	ENSMUST00000174064.8	0	-2.857749347366469	2.8818228139787493e-12
Apoe	ENSMUSG00000002985	-3.637934464455205	0	1.8213344261552047	22.673423115382047	ENSMUST00000167646.8	0	-2.857749347366469	2.8818228139787493e-12
Apoe	ENSMUSG00000002985	-2.9020739649115255	0	18.741942375102163	140.09605669849086	ENSMUST00000174355.7	0	-2.857749347366469	2.8818228139787493e-12
Ethe1	ENSMUSG00000064254	-1.3276739282877117	1.7370254786937431e-15	14.774843994826572	37.084513055551945	ENSMUST00000077191.6	0.0209414774859708	-1.310873729212525	1.0636425441196395e-9
Axl	ENSMUSG00000002602	-1.336748401088216	0.015800814964548136	0.42115541838191184	1.0637602501371552	ENSMUST00000002677.10	0.0327502538381348	-1.5128456035539344	1.4864946925265054e-4
Hcst	ENSMUSG00000064109	-3.1384874117830837	2.2641691181737747e-14	0.12936202492483245	1.1391624395966273	ENSMUST00000208740.1	0.00900904185532196	-2.5374495735878217	1.6181281616351655e-7
Hcst	ENSMUSG00000064109	-2.5149659965231588	2.2641691181737747e-14	9.356075185434907	53.47784598750277	ENSMUST00000075062.4	0.00900904185532196	-2.5374495735878217	1.6181281616351655e-7
